1462795681917998	6333	0a	93	a6	b5	b9	ad
1462795681918071	6335	8e	8c	ea	b0	74	e6
1462795681918192	6336	fe	4e	e0	e7	fd	6b
1462795681918317	6338	3c	7e	51	ed	bc	9b
1462795681918391	6339	1f	b2	66	cd	41	95
1462795681965089	6342	9d	01	2a	00	02	00
1462795681965992	6343	09	ce	7e	42	8d	3b
1462795681966083	6344	e5	a5	bc	b5	1a	b1
1462795681966985	6346	b7	59	2c	b1	01	8e
1462795681967076	6347	0a	93	a6	b5	b9	ad
1462795681967220	6349	8e	8c	ea	b0	74	e6
1462795681967326	6350	fe	4e	e0	e7	fd	6b
1462795681967456	6352	3c	7e	51	ed	bc	9b
1462795681967527	6353	1f	b2	66	cd	41	95
1462795682022086	6355	9d	01	2a	00	02	00
1462795682023022	6356	09	ce	7e	42	8d	3b
1462795682023085	6357	e5	a5	bc	b5	1a	b1
1462795682023245	6359	b7	59	2c	b1	01	8e
1462795682024041	6360	0a	93	a6	b5	b9	ad
1462795682024084	6362	8e	8c	ea	b0	74	e6
1462795682024217	6363	fe	4e	e0	e7	fd	6b
1462795682024333	6365	3c	7e	51	ed	bc	9b
1462795682024408	6366	1f	b2	66	cd	41	95
1462795682073113	6368	9d	01	2a	00	02	00
1462795682074017	6369	37	80	40	6c	52	39
1462795682074095	6370	c8	a0	e6	44	1d	86
1462795682075020	6372	0b	19	bb	f1	c1	21
1462795682075101	6373	60	8e	2b	dc	9f	12
1462795682075268	6375	78	cf	17	97	45	b4
1462795682075400	6376	b6	50	6e	78	50	99
1462795682075473	6377	ca	02	a7	b3	35	09
1462795682075597	6378	68	3c	5e	25	4d	79
1462795682075674	6380	27	7c	06	cd	7c	1f
1462795682121122	6382	9d	01	2a	00	02	00
1462795682122022	6383	98	4e	7f	6b	a6	0f
1462795682123019	6385	e0	b3	c6	f7	82	ea
1462795682123223	6386	95	9d	5b	09	3e	89
1462795682123234	6387	82	da	72	9e	98	f1
1462795682123372	6389	14	a6	72	d1	5e	2a
1462795682123493	6390	64	56	13	e5	a2	a4
1462795682123606	6392	0d	e2	e0	9c	0b	39
1462795682123725	6393	6c	e0	82	af	bf	d5
1462795682169131	6396	9d	01	2a	00	02	00
1462795682170028	6397	cd	89	d9	a8	97	8e
1462795682170109	6398	47	99	c9	09	cb	64
1462795682170298	6400	98	94	65	56	9c	58
1462795682170352	6401	e4	4c	2f	6e	80	32
1462795682170544	6403	b9	77	2f	7c	db	7a
1462795682171030	6404	ce	7d	66	1f	37	e9
1462795682171106	6406	c3	c0	12	1b	ad	dc
1462795682171318	6407	0b	04	10	4d	e7	e9
1462795682217133	6409	9d	01	2a	00	02	00
1462795682218039	6410	cd	89	d9	a8	97	8e
1462795682219039	6412	47	99	c9	09	cb	64
1462795682219113	6413	98	94	65	56	9c	58
1462795682219318	6415	e4	4c	2f	6e	80	32
1462795682219363	6416	b9	77	2f	7c	db	7a
1462795682219540	6417	ce	7d	66	1f	37	e9
1462795682219658	6418	c3	c0	12	1b	ad	dc
1462795682219796	6420	0b	04	10	4d	e7	e9
1462795682264147	6422	9d	01	2a	00	02	00
1462795682265098	6423	26	39	67	18	63	26
1462795682266071	6425	eb	ba	eb	d4	a3	70
1462795682266131	6426	74	ec	34	1f	39	cf
1462795682266326	6427	23	1f	c4	24	f7	f4
1462795682266383	6428	f9	ed	42	85	65	09
1462795682266497	6430	0d	18	73	20	bd	9b
1462795682266618	6432	a2	92	cd	cd	2c	a5
1462795682266940	6433	02	77	a8	31	ac	59
1462795682312167	6435	9d	01	2a	00	02	00
1462795682313044	6436	26	39	67	18	63	26
1462795682313185	6438	eb	ba	eb	d4	a3	70
1462795682313254	6439	74	ec	34	1f	39	cf
1462795682313404	6441	23	1f	c4	24	f7	f4
1462795682314043	6442	f9	ed	42	85	65	09
1462795682314149	6444	0d	18	73	20	bd	9b
1462795682314232	6445	a2	92	cd	cd	2c	a5
1462795682314325	6446	02	77	a8	31	ac	59
1462795682370176	6448	9d	01	2a	00	02	00
1462795682371050	6449	26	39	67	18	63	26
1462795682371203	6451	eb	ba	eb	d4	a3	70
1462795682371324	6452	74	ec	34	1f	39	cf
1462795682372079	6454	23	1f	c4	24	f7	f4
1462795682372225	6455	f9	ed	42	85	65	09
1462795682372264	6456	0d	18	73	20	bd	9b
1462795682372386	6458	a2	92	cd	cd	2c	a5
1462795682372489	6459	02	77	a8	31	ac	59
1462795682422087	6462	9d	01	2a	00	02	00
1462795682423025	6463	26	39	67	18	63	26
1462795682423167	6465	eb	ba	eb	d4	a3	70
1462795682423344	6466	74	ec	34	1f	39	cf
1462795682424054	6468	23	1f	c4	24	f7	f4
1462795682424191	6469	f9	ed	42	85	65	09
1462795682424265	6470	0d	18	73	20	bd	9b
1462795682424386	6472	a2	92	cd	cd	2c	a5
1462795682470201	6475	9d	01	2a	00	02	00
1462795682471044	6477	26	39	67	18	63	26
1462795682472088	6479	eb	ba	eb	d4	a3	70
1462795682472151	6481	74	ec	34	1f	39	cf
1462795682472325	6483	23	1f	c4	24	f7	f4
1462795682472430	6485	f9	ed	42	85	65	09
1462795682472557	6487	0d	18	73	20	bd	9b
1462795682472651	6489	a2	92	cd	cd	2c	a5
1462795682500118	6491	02	77	a8	31	ac	59
1462795682528127	6493	02	77	a8	31	ac	59
1462795682529060	6495	9d	01	2a	00	02	00
1462795682530081	6497	02	eb	2d	3f	36	c6
1462795682530167	6499	aa	d1	5a	fa	be	9f
1462795682530328	6501	c9	02	d0	1c	90	a7
1462795682530411	6503	a8	aa	a8	4d	f0	94
1462795682530616	6505	77	52	8d	ca	29	d0
1462795682556187	6507	39	de	75	bd	13	aa
1462795682556997	6509	5e	af	e6	6c	58	55
1462795682574220	6511	9d	01	2a	00	02	00
1462795682575069	6513	16	cc	b5	61	47	eb
1462795682576104	6515	1d	a6	e9	41	f9	34
1462795682576194	6517	fe	dc	b0	03	2f	05
1462795682576352	6519	98	54	12	0c	88	d7
1462795682576422	6521	29	50	c4	55	b8	1c
1462795682576594	6522	a9	30	dd	4e	22	90
1462795682585155	6524	68	27	c1	87	79	87
1462795682623198	6526	9d	01	2a	00	02	00
1462795682624103	6527	c0	bf	7d	1f	fd	28
1462795682624275	6529	70	3b	bb	ea	ba	26
1462795682625099	6530	82	84	57	34	61	c3
1462795682625243	6532	49	3c	3b	37	a3	5c
1462795682625332	6533	f9	43	e7	eb	cc	b3
1462795682625464	6534	c7	ba	5e	1e	a3	74
1462795682625539	6535	38	81	fb	23	96	71
1462795682673181	6538	9d	01	2a	00	02	00
1462795682674128	6539	45	01	72	c9	56	b3
1462795682674195	6540	59	5f	07	8d	93	60
1462795682675077	6542	51	fe	ff	17	2f	52
1462795682675191	6543	19	49	c4	08	21	9e
1462795682675310	6544	88	42	d6	e8	aa	84
1462795682675432	6546	a2	fe	9e	26	a1	90
1462795682675593	6547	57	b0	f6	3f	1a	a4
1462795682675617	6548	40	ca	f2	b0	36	1d
1462795682721232	6550	9d	01	2a	00	02	00
1462795682722130	6551	45	01	72	c9	56	b3
1462795682723126	6553	59	5f	07	8d	93	60
1462795682723235	6554	51	fe	ff	17	2f	52
1462795682723375	6556	19	49	c4	08	21	9e
1462795682723439	6557	88	42	d6	e8	aa	84
1462795682723561	6559	a2	fe	9e	26	a1	90
1462795682723686	6560	57	b0	f6	3f	1a	a4
1462795682723764	6562	40	ca	f2	b0	36	1d
1462795682778146	6564	9d	01	2a	00	02	00
1462795682779141	6565	45	01	72	c9	56	b3
1462795682779228	6566	59	5f	07	8d	93	60
1462795682779379	6568	51	fe	ff	17	2f	52
1462795682779477	6569	19	49	c4	08	21	9e
1462795682780097	6571	88	42	d6	e8	aa	84
1462795682780209	6572	a2	fe	9e	26	a1	90
1462795682780353	6574	57	b0	f6	3f	1a	a4
1462795682780433	6575	40	ca	f2	b0	36	1d
1462795682829232	6577	9d	01	2a	00	02	00
1462795682830161	6578	45	01	72	c9	56	b3
1462795682830239	6579	59	5f	07	8d	93	60
1462795682831131	6581	51	fe	ff	17	2f	52
1462795682831205	6582	19	49	c4	08	21	9e
1462795682831425	6584	88	42	d6	e8	aa	84
1462795682831455	6585	a2	fe	9e	26	a1	90
1462795682831614	6586	57	b0	f6	3f	1a	a4
1462795682831666	6587	40	ca	f2	b0	36	1d
1462795682877142	6589	9d	01	2a	00	02	00
1462795682878140	6590	45	01	72	c9	56	b3
1462795682878218	6591	59	5f	07	8d	93	60
1462795682878419	6593	51	fe	ff	17	2f	52
1462795682878463	6594	19	49	c4	08	21	9e
1462795682878603	6596	88	42	d6	e8	aa	84
1462795682878715	6597	a2	fe	9e	26	a1	90
1462795682879099	6599	57	b0	f6	3f	1a	a4
1462795682879223	6600	40	ca	f2	b0	36	1d
1462795682926199	6603	9d	01	2a	00	02	00
1462795682927104	6604	45	01	72	c9	56	b3
1462795682927335	6606	59	5f	07	8d	93	60
1462795682927402	6607	51	fe	ff	17	2f	52
1462795682927527	6609	19	49	c4	08	21	9e
1462795682927662	6610	88	42	d6	e8	aa	84
1462795682927773	6611	a2	fe	9e	26	a1	90
1462795682928102	6613	57	b0	f6	3f	1a	a4
1462795682928163	6614	40	ca	f2	b0	36	1d
1462795682980251	6617	9d	01	2a	00	02	00
1462795682981153	6618	45	01	72	c9	56	b3
1462795682982158	6620	59	5f	07	8d	93	60
1462795682982236	6621	51	fe	ff	17	2f	52
1462795682982427	6622	19	49	c4	08	21	9e
1462795682982490	6623	88	42	d6	e8	aa	84
1462795682982656	6625	a2	fe	9e	26	a1	90
1462795682982751	6626	57	b0	f6	3f	1a	a4
1462795682982789	6627	40	ca	f2	b0	36	1d
1462795683032232	6629	9d	01	2a	00	02	00
1462795683033163	6630	e0	25	23	b2	4e	16
1462795683033237	6632	6d	47	f1	c8	4b	a8
1462795683034164	6634	39	c8	f4	39	04	74
1462795683034240	6636	6a	93	85	c2	67	bf
1462795683034412	6638	e7	78	3d	de	bf	32
1462795683034548	6640	d2	f4	c4	6c	c7	83
1462795683034601	6642	e0	75	b5	4d	2f	a5
1462795683062141	6644	db	22	57	a9	52	e8
1462795683090274	6646	9d	01	2a	00	02	00
1462795683091194	6648	db	22	57	a9	52	e8
1462795683092100	6650	e0	25	23	b2	4e	16
1462795683092220	6652	6d	47	f1	c8	4b	a8
1462795683092343	6654	39	c8	f4	39	04	74
1462795683092468	6656	6a	93	85	c2	67	bf
1462795683118290	6658	e7	78	3d	de	bf	32
1462795683119175	6660	d2	f4	c4	6c	c7	83
1462795683120164	6662	e0	75	b5	4d	2f	a5
1462795683134295	6664	9d	01	2a	00	02	00
1462795683135164	6666	db	22	57	a9	52	e8
1462795683136170	6668	6d	47	f1	c8	4b	a8
1462795683146248	6670	39	c8	f4	39	04	74
1462795683147234	6672	6a	93	85	c2	67	bf
1462795683148286	6674	e7	78	3d	de	bf	32
1462795683162295	6676	d2	f4	c4	6c	c7	83
1462795683163270	6678	e0	75	b5	4d	2f	a5
1462795683175300	6680	e0	25	23	b2	4e	16
1462795683192300	6682	9d	01	2a	00	02	00
1462795683193198	6684	db	22	57	a9	52	e8
1462795683193322	6686	e0	25	23	b2	4e	16
1462795683203300	6688	6d	47	f1	c8	4b	a8
1462795683220295	6690	39	c8	f4	39	04	74
1462795683221200	6692	6a	93	85	c2	67	bf
1462795683222227	6694	e7	78	3d	de	bf	32
1462795683223143	6696	d2	f4	c4	6c	c7	83
1462795683231267	6698	e0	75	b5	4d	2f	a5
1462795683247295	6700	9d	01	2a	00	02	00
1462795683248297	6702	db	22	57	a9	52	e8
1462795683249296	6704	e0	25	23	b2	4e	16
1462795683250299	6706	6d	47	f1	c8	4b	a8
1462795683251299	6708	39	c8	f4	39	04	74
1462795683259303	6710	6a	93	85	c2	67	bf
1462795683275303	6711	e7	78	3d	de	bf	32
1462795683276297	6713	d2	f4	c4	6c	c7	83
1462795683277270	6714	e0	75	b5	4d	2f	a5
1462795683298308	6716	9d	01	2a	00	02	00
1462795683299198	6717	db	22	57	a9	52	e8
1462795683303304	6719	e0	25	23	b2	4e	16
1462795683304202	6720	6d	47	f1	c8	4b	a8
1462795683305305	6722	39	c8	f4	39	04	74
1462795683306180	6723	6a	93	85	c2	67	bf
1462795683327275	6725	e7	78	3d	de	bf	32
1462795683328210	6726	d2	f4	c4	6c	c7	83
1462795683332281	6728	e0	75	b5	4d	2f	a5
1462795683351280	6730	9d	01	2a	00	02	00
1462795683352213	6731	db	22	57	a9	52	e8
1462795683352285	6732	e0	25	23	b2	4e	16
1462795683356267	6734	6d	47	f1	c8	4b	a8
1462795683357217	6735	39	c8	f4	39	04	74
1462795683360315	6737	6a	93	85	c2	67	bf
1462795683380295	6738	e7	78	3d	de	bf	32
1462795683381216	6740	d2	f4	c4	6c	c7	83
1462795683381281	6741	e0	75	b5	4d	2f	a5
1462795683403304	6744	9d	01	2a	00	02	00
1462795683404215	6745	db	22	57	a9	52	e8
1462795683408346	6747	e0	25	23	b2	4e	16
1462795683409195	6748	6d	47	f1	c8	4b	a8
1462795683410166	6750	39	c8	f4	39	04	74
1462795683410341	6751	6a	93	85	c2	67	bf
1462795683433324	6754	e7	78	3d	de	bf	32
1462795683434226	6755	d2	f4	c4	6c	c7	83
1462795683434291	6756	e0	75	b5	4d	2f	a5
1462795683454324	6758	9d	01	2a	00	02	00
1462795683455195	6759	db	22	57	a9	52	e8
1462795683455301	6761	e0	25	23	b2	4e	16
1462795683456230	6762	6d	47	f1	c8	4b	a8
1462795683462330	6764	39	c8	f4	39	04	74
1462795683463230	6765	6a	93	85	c2	67	bf
1462795683463304	6766	e7	78	3d	de	bf	32
1462795683483301	6768	d2	f4	c4	6c	c7	83
1462795683484183	6769	e0	75	b5	4d	2f	a5
1462795683507298	6771	9d	01	2a	00	02	00
1462795683508286	6772	db	22	57	a9	52	e8
1462795683509229	6774	e0	25	23	b2	4e	16
1462795683509312	6775	6d	47	f1	c8	4b	a8
1462795683509464	6777	39	c8	f4	39	04	74
1462795683512327	6778	6a	93	85	c2	67	bf
1462795683513221	6780	e7	78	3d	de	bf	32
1462795683536336	6781	d2	f4	c4	6c	c7	83
1462795683537228	6783	e0	75	b5	4d	2f	a5
1462795683564368	6785	9d	01	2a	00	02	00
1462795683565236	6786	62	d1	66	5d	cd	02
1462795683565327	6787	62	ba	54	1e	41	92
1462795683565481	6789	ab	38	76	13	4d	0e
1462795683565605	6790	5b	aa	c8	ad	60	b2
1462795683565738	6792	64	41	08	50	b6	8e
1462795683566206	6793	3b	a2	8f	fb	be	fc
1462795683566370	6794	ea	71	6b	1a	75	79
1462795683593154	6796	cb	89	64	bf	1d	a5
1462795683618268	6798	9d	01	2a	00	02	00
1462795683619265	6799	62	d1	66	5d	cd	02
1462795683619388	6800	62	ba	54	1e	41	92
1462795683619458	6802	ab	38	76	13	4d	0e
1462795683619624	6803	5b	aa	c8	ad	60	b2
1462795683619715	6804	64	41	08	50	b6	8e
1462795683619845	6806	3b	a2	8f	fb	be	fc
1462795683621276	6807	ea	71	6b	1a	75	79
1462795683647162	6809	cb	89	64	bf	1d	a5
1462795683672357	6811	9d	01	2a	00	02	00
1462795683673264	6812	62	d1	66	5d	cd	02
1462795683674263	6814	62	ba	54	1e	41	92
1462795683674468	6815	ab	38	76	13	4d	0e
1462795683674479	6816	5b	aa	c8	ad	60	b2
1462795683674591	6818	64	41	08	50	b6	8e
1462795683674782	6819	3b	a2	8f	fb	be	fc
1462795683675404	6821	ea	71	6b	1a	75	79
1462795683701168	6822	cb	89	64	bf	1d	a5
1462795683725268	6824	9d	01	2a	00	02	00
1462795683725346	6825	62	d1	66	5d	cd	02
1462795683725612	6826	62	ba	54	1e	41	92
1462795683725624	6827	ab	38	76	13	4d	0e
1462795683725717	6829	5b	aa	c8	ad	60	b2
1462795683725905	6830	64	41	08	50	b6	8e
1462795683729271	6832	3b	a2	8f	fb	be	fc
1462795683730273	6833	ea	71	6b	1a	75	79
1462795683754234	6835	cb	89	64	bf	1d	a5
1462795683779373	6837	9d	01	2a	00	02	00
1462795683780371	6838	62	d1	66	5d	cd	02
1462795683781245	6840	62	ba	54	1e	41	92
1462795683781427	6841	5b	aa	c8	ad	60	b2
1462795683781509	6843	64	41	08	50	b6	8e
1462795683781650	6845	3b	a2	8f	fb	be	fc
1462795683782347	6847	ea	71	6b	1a	75	79
1462795683808209	6849	cb	89	64	bf	1d	a5
1462795683810382	6851	ab	38	76	13	4d	0e
1462795683832379	6853	9d	01	2a	00	02	00
1462795683836388	6855	62	d1	66	5d	cd	02
1462795683837280	6857	62	ba	54	1e	41	92
1462795683838390	6859	ab	38	76	13	4d	0e
1462795683860397	6861	5b	aa	c8	ad	60	b2
1462795683861289	6863	64	41	08	50	b6	8e
1462795683864390	6865	3b	a2	8f	fb	be	fc
1462795683865388	6867	ea	71	6b	1a	75	79
1462795683866258	6869	cb	89	64	bf	1d	a5
1462795683880392	6871	9d	01	2a	00	02	00
1462795683888389	6873	62	d1	66	5d	cd	02
1462795683889387	6875	62	ba	54	1e	41	92
1462795683892398	6877	ab	38	76	13	4d	0e
1462795683893393	6879	5b	aa	c8	ad	60	b2
1462795683894369	6881	64	41	08	50	b6	8e
1462795683908353	6883	3b	a2	8f	fb	be	fc
1462795683916418	6885	ea	71	6b	1a	75	79
1462795683917282	6886	cb	89	64	bf	1d	a5
1462795683936419	6889	9d	01	2a	00	02	00
1462795683937314	6890	62	d1	66	5d	cd	02
1462795683945419	6892	62	ba	54	1e	41	92
1462795683946288	6893	ab	38	76	13	4d	0e
1462795683946399	6895	5b	aa	c8	ad	60	b2
1462795683947331	6896	64	41	08	50	b6	8e
1462795683965418	6898	3b	a2	8f	fb	be	fc
1462795683966291	6899	ea	71	6b	1a	75	79
1462795683974285	6901	cb	89	64	bf	1d	a5
1462795683989422	6903	9d	01	2a	00	02	00
1462795683990298	6904	62	d1	66	5d	cd	02
1462795683990446	6906	62	ba	54	1e	41	92
1462795683994420	6907	ab	38	76	13	4d	0e
1462795683995299	6909	5b	aa	c8	ad	60	b2
1462795684002427	6910	64	41	08	50	b6	8e
1462795684018375	6912	3b	a2	8f	fb	be	fc
1462795684019327	6913	ea	71	6b	1a	75	79
1462795684022287	6915	cb	89	64	bf	1d	a5
1462795684041417	6917	9d	01	2a	00	02	00
1462795684042276	6918	26	98	5d	57	1c	0b
1462795684042394	6920	2e	b1	30	95	c7	47
1462795684047377	6921	b5	51	33	ac	8c	4d
1462795684048271	6923	d5	38	b6	11	61	3c
1462795684048437	6924	47	10	b2	4d	f8	65
1462795684050385	6926	e6	72	95	35	ad	b6
1462795684070041	6927	04	59	f7	79	88	3a
1462795684089402	6929	9d	01	2a	00	02	00
1462795684090299	6930	fb	68	f9	72	09	1a
1462795684090405	6932	0f	a7	d2	53	9b	43
1462795684091378	6933	ed	77	d2	22	80	b8
1462795684091400	6934	ab	02	66	28	b2	df
1462795684098391	6936	62	78	77	af	48	96
1462795684099298	6938	d9	5a	ce	43	b8	9c
1462795684118081	6939	71	f3	d1	17	6d	a5
1462795684137463	6941	9d	01	2a	00	02	00
1462795684138356	6942	e5	ad	2d	41	a7	d2
1462795684138450	6943	6e	0b	35	94	0e	6c
1462795684138535	6945	71	f4	f1	9b	50	4f
1462795684139361	6946	25	52	b6	40	a1	1e
1462795684146435	6948	7b	89	59	9d	11	59
1462795684147334	6949	4c	38	3b	01	2c	25
1462795684166181	6951	dc	07	86	f6	14	69
1462795684191445	6953	9d	01	2a	00	02	00
1462795684192342	6954	25	c3	e1	76	3a	56
1462795684192415	6956	87	98	e4	22	8a	02
1462795684192609	6957	a1	f1	5f	4b	f7	30
1462795684193287	6959	93	11	6d	78	46	e8
1462795684193482	6960	3e	07	57	e8	c4	c3
1462795684194393	6962	d8	34	2d	18	6b	5f
1462795684220279	6963	51	d4	6b	8f	17	a4
1462795684241462	6965	9d	01	2a	00	02	00
1462795684242363	6966	5c	80	1a	30	5e	22
1462795684242481	6967	71	43	91	89	2c	65
1462795684243362	6969	78	33	7d	b7	2b	88
1462795684243450	6970	7d	1a	5c	f8	ab	ad
1462795684248436	6972	94	61	58	7c	74	6b
1462795684249300	6973	aa	85	4c	1d	a5	e3
1462795684249405	6974	f4	94	28	05	52	e4
1462795684290467	6976	9d	01	2a	00	02	00
1462795684291366	6977	31	7b	9b	c9	6a	86
1462795684292345	6979	41	93	9c	23	6c	98
1462795684292435	6980	d9	dc	bd	ac	41	09
1462795684292586	6982	33	f6	2e	3a	09	6c
1462795684292680	6983	32	bc	89	60	65	0e
1462795684292807	6985	dd	7c	9d	b8	45	44
1462795684292906	6986	fd	6a	b7	30	a1	9c
1462795684341437	6988	9d	01	2a	00	02	00
1462795684342365	6989	66	81	d0	7f	94	0a
1462795684343319	6991	92	49	c1	97	25	72
1462795684343438	6992	11	e8	1f	b8	6c	84
1462795684343585	6993	f4	b1	51	b2	8d	9c
1462795684343744	6995	3c	94	1b	28	6f	8d
1462795684343810	6996	ac	f0	bb	81	60	8a
1462795684343913	6998	58	ad	4c	1f	62	52
1462795684387374	7000	9d	01	2a	00	02	00
1462795684388369	7001	a1	1b	a6	13	bc	18
1462795684388443	7002	f2	7e	0a	91	b4	4e
1462795684389340	7004	16	77	f8	cc	4d	cc
1462795684389422	7005	d5	7a	2f	56	81	af
1462795684389608	7006	63	ca	a2	ef	35	83
1462795684389671	7008	12	f6	31	01	ff	6b
1462795684389847	7009	b0	94	4b	d2	84	ae
1462795684416302	7012	52	e5	2b	60	18	d1
1462795684434477	7015	9d	01	2a	00	02	00
1462795684435380	7016	a1	1b	a6	13	bc	18
1462795684435452	7018	f2	7e	0a	91	b4	4e
1462795684435640	7019	16	77	f8	cc	4d	cc
1462795684436328	7021	d5	7a	2f	56	81	af
1462795684436432	7022	63	ca	a2	ef	35	83
1462795684436581	7024	12	f6	31	01	ff	6b
1462795684444455	7025	b0	94	4b	d2	84	ae
1462795684463303	7027	52	e5	2b	60	18	d1
1462795684485485	7029	9d	01	2a	00	02	00
1462795684486388	7030	a1	1b	a6	13	bc	18
1462795684486461	7031	f2	7e	0a	91	b4	4e
1462795684487384	7033	16	77	f8	cc	4d	cc
1462795684487460	7034	d5	7a	2f	56	81	af
1462795684487664	7036	63	ca	a2	ef	35	83
1462795684487726	7037	12	f6	31	01	ff	6b
1462795684491460	7039	b0	94	4b	d2	84	ae
1462795684514337	7040	52	e5	2b	60	18	d1
1462795684534397	7042	9d	01	2a	00	02	00
1462795684535367	7043	95	26	e4	e0	c2	04
1462795684535550	7045	90	b8	a8	94	c0	9a
1462795684535649	7046	8d	ed	1c	bb	e6	05
1462795684535717	7047	aa	f3	8a	60	25	e0
1462795684535839	7049	de	f7	04	54	40	fa
1462795684536011	7051	58	9c	9f	8e	ce	67
1462795684542507	7052	d3	3f	7e	90	19	d9
1462795684543234	7054	14	e8	39	42	32	7e
1462795684586504	7056	9d	01	2a	00	02	00
1462795684587398	7057	95	26	e4	e0	c2	04
1462795684587476	7058	90	b8	a8	94	c0	9a
1462795684587662	7060	8d	ed	1c	bb	e6	05
1462795684588397	7062	aa	f3	8a	60	25	e0
1462795684588536	7063	de	f7	04	54	40	fa
1462795684588626	7065	58	9c	9f	8e	ce	67
1462795684588726	7066	d3	3f	7e	90	19	d9
1462795684588806	7067	14	e8	39	42	32	7e
1462795684638497	7069	9d	01	2a	00	02	00
1462795684639363	7070	95	26	e4	e0	c2	04
1462795684639484	7071	90	b8	a8	94	c0	9a
1462795684639609	7073	8d	ed	1c	bb	e6	05
1462795684639732	7075	aa	f3	8a	60	25	e0
1462795684639859	7076	de	f7	04	54	40	fa
1462795684640319	7078	58	9c	9f	8e	ce	67
1462795684640457	7079	d3	3f	7e	90	19	d9
1462795684640574	7081	14	e8	39	42	32	7e
1462795684688383	7083	9d	01	2a	00	02	00
1462795684689426	7084	95	26	e4	e0	c2	04
1462795684689550	7085	90	b8	a8	94	c0	9a
1462795684689621	7087	8d	ed	1c	bb	e6	05
1462795684689740	7088	aa	f3	8a	60	25	e0
1462795684689863	7090	de	f7	04	54	40	fa
1462795684689986	7091	58	9c	9f	8e	ce	67
1462795684690388	7093	d3	3f	7e	90	19	d9
1462795684690480	7094	14	e8	39	42	32	7e
1462795684745495	7096	9d	01	2a	00	02	00
1462795684746426	7097	95	26	e4	e0	c2	04
1462795684746502	7098	90	b8	a8	94	c0	9a
1462795684746696	7100	8d	ed	1c	bb	e6	05
1462795684746771	7101	aa	f3	8a	60	25	e0
1462795684747383	7103	de	f7	04	54	40	fa
1462795684747556	7104	58	9c	9f	8e	ce	67
1462795684747646	7105	d3	3f	7e	90	19	d9
1462795684747730	7106	14	e8	39	42	32	7e
1462795684796534	7108	9d	01	2a	00	02	00
1462795684797433	7109	95	26	e4	e0	c2	04
1462795684797507	7110	90	b8	a8	94	c0	9a
1462795684797710	7112	8d	ed	1c	bb	e6	05
1462795684798388	7113	aa	f3	8a	60	25	e0
1462795684798524	7115	de	f7	04	54	40	fa
1462795684798658	7116	58	9c	9f	8e	ce	67
1462795684798796	7117	d3	3f	7e	90	19	d9
1462795684798838	7118	14	e8	39	42	32	7e
1462795684844508	7120	9d	01	2a	00	02	00
1462795684845436	7121	95	26	e4	e0	c2	04
1462795684845515	7122	90	b8	a8	94	c0	9a
1462795684845704	7124	8d	ed	1c	bb	e6	05
1462795684846394	7126	aa	f3	8a	60	25	e0
1462795684846516	7127	de	f7	04	54	40	fa
1462795684846646	7129	58	9c	9f	8e	ce	67
1462795684846768	7130	d3	3f	7e	90	19	d9
1462795684846906	7131	14	e8	39	42	32	7e
1462795684891516	7133	9d	01	2a	00	02	00
1462795684892539	7134	95	26	e4	e0	c2	04
1462795684893423	7136	90	b8	a8	94	c0	9a
1462795684893523	7137	8d	ed	1c	bb	e6	05
1462795684893729	7138	aa	f3	8a	60	25	e0
1462795684893771	7140	de	f7	04	54	40	fa
1462795684893909	7141	58	9c	9f	8e	ce	67
1462795684894030	7143	d3	3f	7e	90	19	d9
1462795684894186	7144	14	e8	39	42	32	7e
1462795684946557	7148	9d	01	2a	00	02	00
1462795684947455	7149	95	26	e4	e0	c2	04
1462795684947619	7151	90	b8	a8	94	c0	9a
1462795684947656	7152	8d	ed	1c	bb	e6	05
1462795684947801	7154	aa	f3	8a	60	25	e0
1462795684948399	7155	de	f7	04	54	40	fa
1462795684948575	7157	58	9c	9f	8e	ce	67
1462795684948652	7158	d3	3f	7e	90	19	d9
1462795684948706	7159	14	e8	39	42	32	7e
1462795684997538	7161	9d	01	2a	00	02	00
1462795684998462	7162	95	26	e4	e0	c2	04
1462795684998542	7163	90	b8	a8	94	c0	9a
1462795684998731	7165	8d	ed	1c	bb	e6	05
1462795684999393	7167	aa	f3	8a	60	25	e0
1462795684999533	7168	de	f7	04	54	40	fa
1462795684999633	7170	58	9c	9f	8e	ce	67
1462795684999796	7171	d3	3f	7e	90	19	d9
1462795684999847	7172	14	e8	39	42	32	7e
1462795685052589	7174	9d	01	2a	00	02	00
1462795685053488	7175	11	e8	e7	74	2f	41
1462795685053610	7176	a2	93	ec	5e	66	1b
1462795685053669	7178	43	96	de	99	f0	2e
1462795685054485	7179	79	64	47	88	f3	5d
1462795685054608	7180	c8	60	3a	af	36	0d
1462795685054673	7182	71	85	39	b3	44	51
1462795685054840	7183	75	a4	80	40	d0	d9
1462795685054879	7184	57	c0	af	e6	37	4a
1462795685107592	7186	9d	01	2a	00	02	00
1462795685108498	7187	11	e8	e7	74	2f	41
1462795685108591	7188	a2	93	ec	5e	66	1b
1462795685108703	7190	43	96	de	99	f0	2e
1462795685108872	7191	79	64	47	88	f3	5d
1462795685109499	7193	c8	60	3a	af	36	0d
1462795685109594	7194	71	85	39	b3	44	51
1462795685109729	7196	75	a4	80	40	d0	d9
1462795685109773	7197	57	c0	af	e6	37	4a
